FSC,NIIN,Nomenclature,part_number,cage_code,UI,Unit_Price,dss_weight,dss_cube,unit_pack_weight,unit_pack_cube,Imputed
4010,015949897,"WIRE ROPE ASSEMBLY,","12064-0150-01, 13095843","14304, 19200",EA,61.53,0.066,0.003,0.066,0.003,No
4020,015949892,FIBER ROPE ASSEMBLY,12005-6430-01,"7QAK7, 14304",EA,22.12,0.052,0.001,0.052,0.001,No
5930,015841859,"SWITCH,BOX","10427905, 11080-3980-01","A486G, 14304",EA,1353.07,2.5,0.148,2.5,0.148,No
5965,014637915,HANDSET,"SM-D-627649-NM, JKN00093357, CJ-H-250-125, 5965PL0225335, 10075-1399, 100751399, 10373330","A8547, 16575, 7QAK7, 8EPK9, C4680, 1MJJ6, 14304, 9009H, A0199, 005VU, A00AM, A486G",EA,100.41,0.975,0.039,0.975,0.039,No
5985,015807142,ANTENNA,"10373507, RF-3071-AT230, 2101103M0011, 5985PL1438609","14304, A8547, A486G, 7QAK7, A1615, 9009H",EA,1213,0.3,0.012,0.3,0.012,No
5995,015778908,"CABLE ASSEMBLY,SPEC","10373346, 12043-2710-A006, JKN00135182, 5995PL1439229","14304, A486G, 27456, A8547, C4680, 9009H",EA,622.49,0.92,0.111,0.92,0.111,No
5995,015778915,"CABLE ASSEMBLY,SPEC","12043-2760-A006, DCX-12043-2760-A006, 10356644, 12043-2760-SA001, 5995PL1439246","14304, 0ZWK8, 27456, A486G, A8547, 9009H",EA,610.71,0.7,0.089,0.7,0.089,No
5995,015835717,"CABLE ASSEMBLY,SPEC","5995PL1683846, 10373331, 12043-2750-A006, SN-1025","A8547, 9009H, A486G, 14304, 27456, 1HJX9",EA,193.19,0.3,0.028,0.3,0.028,No
5995,015840674,"CABLE ASSEMBLY,SPEC","10373459, 12064-5030-A1","A486G, 14304",EA,82.53,0.205,0.026,0.205,0.026,No
5995,015840728,"CABLE ASSEMBLY,SPEC","10373500, 12064-5020-A1","A486G, 14304",EA,30.07,0.115,0.002,0.115,0.002,No
5995,016038788,"CABLE ASSEMBLY,SPEC","12043-2740-A006, 10401588","14304, A486G",EA,1679.89,1.056,0.188,1.056,0.188,No
5995,016435139,"CABLE ASSEMBLY,SPEC",12023-1360-A002,14304,EA,143.12,0.66,0.147,0.66,0.147,No
5995,016782679,"CABLE ASSEMBLY,RADI","09022F5027, 09022F5027-1","01365, 49WJ6",EA,61.88,0.5,0.083,0.5,0.083,No
5995,016782783,"CABLE ASSEMBLY,RADI",09022F5028-2,"49WJ6, 01365",EA,88.68,1.332,0.304,1.332,0.304,No
5995,016782800,"CABLE ASSEMBLY,RADI",09022F5028-1,"49WJ6, 01365",EA,135.02,1.82,0.158,1.82,0.158,No
6145,251494725,"CABLE,POWER,ELECTRI",Not in FLIS,Not in FLIS,EA,251.21,0.099,0.306,0.099,0.306,Yes
6150,015009194,"CABLE ASSEMBLY,SPEC","10356646, 10535-070-A009, 10535-0707-A009, 326159-1, 6150PL1623857","A486G, 27456, 0451H, A8547, 004YK, 9009H, 14304",EA,193.19,0.909,0.043,0.909,0.043,No
2510,015670999,"WINDOW,VEHICULAR",T223308,75755,EA,702.97,35.22,1.96,35.22,1.96,No
2510,015676506,"WINDOW,VEHICULAR",T244711,75755,EA,323.4,28.3,0.806,28.3,0.806,No
2520,015671158,"SPIDER,UNIVERSAL JO","AT207330, AT483538",75755,EA,76.47,3.34,0.042,3.34,0.042,No
2530,012330880,"RING,LOCK,AUTOMOTIV",T27194,"Z0944, 75755, ZB955, 75160",EA,64.58,2.3,0.198,2.3,0.198,No
2540,015503498,"BLADE,WINDSHIELD WI","AT209912, AL153660","Z14G0, Z0944, ZB955, Z16Z0, 75160",EA,27.15,0.37,0.009,0.37,0.009,No
2540,015507280,"MIRROR ASSEMBLY,REA",AT157226,"ZB955, Z14G0, Z0944, 75160",EA,81.98,0.25,0.347,0.25,0.347,No
2540,015665266,"BLADE,WINDSHIELD WI",AT324681,75755,EA,36.98,1,0.016,1,0.016,No
2540,015724181,"MOTOR,WINDSHIELD WI","AT509822, AT363783, AT324682, AT434005",75755,EA,167.26,3,0.25,3,0.25,No
2910,015522309,"FILTER ELEMENT,FLUI","RE541922, RE529643",75755,EA,31.32,0.77,0.049,0.77,0.049,No
2910,015522317,"FILTER ELEMENT,FLUI","RE522878, 2910PL1675360, 33978","Z0944, 9009H, 75755, 79396, ZB955",EA,31.19,0.782,0.057,0.782,0.057,No
2910,015662049,"FILTER,FLUID","AT223493, 33248","75755, 79396",EA,10.78,0.17,0.009,0.17,0.009,No
2910,015671477,"FILTER BODY,FLUID",RE525802,75755,EA,68.61,2.16,0.15,2.16,0.15,No
2910,015673463,"FILTER BODY,FLUID","RE534826, RE569927",75755,EA,485.26,3.88,0.277,3.88,0.277,No
2910,015676143,"FILTER ELEMENT,FLUI","AT335977, W66B10GV","75755, 79396",EA,184.84,3.53,0.301,3.53,0.301,No
2920,015520940,"ADJUSTING DEVICE,BE",RE518097,"75160, Z14G0, ZB955, Z0944",EA,157.97,3.002,0.076,3.002,0.076,No
2920,015672573,"STARTER,ENGINE,ELEC",RE506103,75755,EA,1017.12,24.4,0.664,24.4,0.664,No
2930,015664258,"TANK,RADIATOR,OVERF",AT322957,75755,EA,147.96,3,0.844,3,0.844,No
2940,015286650,"FILTER,FLUID","P550940, AM39653","18265, 75755, Z0944, ZB955",EA,7.9,0.88,0.035,0.88,0.035,No
2940,015522745,"AIR CLEANER,INTAKE",AT314583,75755,EA,37.58,2.576,0.732,2.576,0.732,No
2940,015674003,"FILTER ELEMENT,FLUI","HF1019, BT9422, WL10186, AT468647, 32/925905A, AT336140","1B9B4, ZB955, 12658, 79396, 75755, 0JKF0, Z0944",EA,47.89,3.03,0.094,3.03,0.094,No
2940,015674018,"FILTER ELEMENT,FLUI",RE536291,75755,EA,168.33,2.82,0.083,2.82,0.083,No
2990,015665397,"COVER,INTAKE MANIFO","DZ127342, R519308",75755,EA,264.05,18.97,0.365,18.97,0.365,No
2990,015677659,"MUFFLER,EXHAUST",AT307928,75755,EA,450.07,30,2.031,30,2.031,No
3030,015671320,"BELT,V",R135609,75755,EA,65.04,0.64,0.084,0.64,0.084,No
3805,015537958,"PARTS KIT,LINEAR AC","AHC16724, AH156466","75160, 75755, Z14G0, Z0944, ZB955",EA,117.41,0.4,0.028,0.4,0.028,No
4130,015537229,"FILTER ELEMENT,AIR","6080, AT307501, 46080, P609445","8A026, Z0944, Z14G0, 75160, ZB955, 79396, 18265",EA,14.24,0.88,0.119,0.88,0.119,No
4130,015537262,"FILTER ELEMENT,AIR","9161, AT191102, P621643, 49161","Z0944, 8A026, 75160, Z14G0, 18265, 79396, ZB955",EA,18.27,0.68,0.122,0.68,0.122,No
4330,015099371,"FILTER ELEMENT,FLUI","7750S, B7322, LF16243, PH10220, RE504836, 57750S","8A026, 12658, ZB955, 33457, 5H470, 75160, Z14G0, 75755, 79396, Z0944",EA,8.73,1.47,0.067,1.47,0.067,No
4330,015124284,"PARTS KIT,FLUID PRE",RE516553,75160,EA,13.6,0.03,0.003,0.03,0.003,No
4720,013397873,"TUBING,NONMETALLIC","4040-4103, TY25139, R120653, R54445","24161, 75160, 75755",FT,0.52,0.075,0,0.075,0,No
4720,015664334,"HOSE ASSEMBLY,NONME",AT323720,75755,EA,48.78,1.02,0.132,1.02,0.132,No
4720,015664354,"HOSE ASSEMBLY,NONME",AT345265,75755,EA,60.66,0.12,0.116,0.12,0.116,No
4730,002036406,"FITTING,LUBRICATION","1756349, 405004-001, 1644A, 620409, P687, 219-4, 1644, AB1303-214, JD7759, 6030099, PD38557, PD38557 ITEM 8, 1644-8, 1644-B","076M6, 80064, 93742, 95879, 80212, 99381, 10988, 57733, 19704, 75755, 86403, 75160, 12190, 78500",EA,1.03,0.006,0,0.006,0,No
4730,013288545,"LOCKNUT,PIPE",14M7296,"Z0944, 1J955, ZB955, 75755",PG,2.22,0.02,0.004,0.02,0.004,No
4730,013355961,"CAP,PIPE","15H710, 15H71, 15H688","Z0944, 75755, 75160, ZB955",EA,7.72,0.62,0.005,0.62,0.005,No
4730,015666427,"ADAPTER,STRAIGHT,TU",38H1070,75755,EA,28,0.75,0.003,0.75,0.003,No
4730,015667394,"COUPLING HALF,QUICK",AT117364,75755,EA,59.78,1.01,0.007,1.01,0.007,No
4730,015671515,"ADAPTER,STRAIGHT,HO",38H1276,75755,EA,29.04,0.52,0.02,0.52,0.02,No
5305,013299729,"SCREW,CAP,HEXAGON H","18KP783, 19-003-7347, 19M7785","75Q65, INTE9, Z0944, 75755, 1J955, 45152, ZB955",EA,1.04,0.07,0,0.07,0,No
5305,015672896,"SCREW,CAP,SOCKET HE",R85169,75755,EA,2.05,0.075,0.005,0.075,0.005,No
5305,015673060,"SCREW,MACHINE",19M7805,75755,EA,1.81,0.09,0.016,0.09,0.016,No
5305,015674873,"SCREW,CAP,HEXAGON H",R519486,75755,EA,10.46,0.19,0.002,0.19,0.002,No
5305,015675404,"SCREW,CAP,HEXAGON H",R522106,75755,EA,3.7,0.07,0,0.07,0,No
5305,015675930,"SCREW,CAP,HEXAGON H",19M9154,75755,EA,4.59,0.435,0.002,0.435,0.002,No
5305,015678538,"SCREW,MACHINE",T81403,75755,EA,1.05,0.04,0.008,0.04,0.008,No
5306,013308490,"BOLT,MACHINE","DIN6921M8X1.25X25-10.9A2D, 207582586, EN1665-M8X1.25X25-10.9A2D, 19M7867","75755, Z0944, D8286, ZB955, A097G, I9008, 1J955",EA,0.43,0.035,0,0.035,0,No
5306,013371978,"BOLT,MACHINE",19M7786,"75755, ZB955, 1J955, Z0944",EA,1,0.085,0.001,0.085,0.001,No
5306,014701384,"BOLT,MACHINE",19M7865,"66836, 1J955",HD,99.87,3.265,0.019,3.265,0.019,No
5306,014706013,"BOLT,MACHINE",19M7784,"1J955, 66836",EA,0.79,0.005,0,0.005,0,No
5306,015508701,"BOLT,MACHINE",19M7791,"Z0944, Z14G0, 75160, ZB955",EA,1.19,0.1,0.016,0.1,0.016,No
5310,012487789,"WASHER,FLAT","T151797, T25922","ZB955, Z0944, 75160, Z14G0",EA,3.52,0.136,0.001,0.136,0.001,No
5310,013291131,"WASHER,FLAT","24M7233, 24M7239","Z0944, 75755, 1J955, ZB955",EA,0.45,0.001,0,0.001,0,No
5310,013299768,"WASHER,FLAT","24M7296, T75904","ZB955, 1J955, Z0944, 75755",EA,0.94,0.02,0,0.02,0,No
5310,013317601,"NUT,SELF-LOCKING,EX",14M7298,"1J955, Z0944, ZB955, 75755",EA,0.84,0.016,0,0.016,0,No
5310,014753819,"WASHER,FLAT",24M7298,1J955,EA,0.68,0.01,0,0.01,0,No
5310,014753824,"WASHER,FLAT",24M7027,1J955,EA,0.13,0.001,0,0.001,0,No
5310,014763847,"NUT,SELF-LOCKING,HE",14M7400,"ZB955, 1J955, Z0944",EA,1.12,0.05,0.001,0.05,0.001,No
5310,015673135,"NUT,SELF-LOCKING,BL",T148410,75755,EA,1.75,0.043,0.226,0.043,0.226,Yes
5310,015674881,"NUT,PLAIN,HEXAGON",T78707,75755,EA,7.73,0.105,0.001,0.105,0.001,No
5310,015677165,"WASHER,LOCK",T174275,75755,EA,5.72,0.04,0,0.04,0,No
5310,015697171,"WASHER,FLAT",24M7226,75755,EA,1.63,0.005,0.001,0.005,0.001,No
5310,015698705,"WASHER,FLAT","T134530, 24H1821",75755,EA,0.42,0.2,0,0.2,0,No
5315,013317856,"PIN,STRAIGHT,HEADED",R53296,75755,EA,29.22,1.11,0.007,1.11,0.007,No
5315,015673064,"PIN,QUICK RELEASE",AA21292,75755,EA,0.45,0.065,0,0.065,0,No
5325,015671437,"RING,RETAINING",T184892,75755,EA,1.12,0.025,0.006,0.025,0.006,No
5330,005806565,"PACKING,PREFORMED","T59933, T 27189, T27189, OR25TA","Z14G0, Z0944, Z16Z0, D9182, 75160, ZB955, 73842",EA,23.78,0.198,0.014,0.198,0.014,No
5330,013348506,"PARTS KIT,SEAL REPL","RE31140, RE3114, AH212103","75160, Z0944, ZB955, Z14G0",KT,135.71,0.326,0.031,0.326,0.031,No
5330,015124287,"PARTS KIT,SEAL REPL",RE516512,"75160, ZB955, Z0944, Z14G0",EA,13.62,0.04,0,0.04,0,No
5330,015129942,"SEAL,PLAIN",R502513,"75755, Z0944, ZB955",EA,8.83,0.02,0,0.02,0,No
5330,015675527,GASKET,R519488,75755,EA,6.61,0.1,0.001,0.1,0.001,No
5330,015676332,GASKET,"3960626, R521061","1YHH8, 66836, 75755",EA,3.26,0.025,0.003,0.025,0.003,No
5330,015676661,"PARTS KIT,SEAL REPL","AH149815, AHC13362",75755,EA,111.34,0.356,0.093,0.356,0.093,No
5330,015676664,"PARTS KIT,SEAL REPL","AHC21932, AH163672",75755,EA,153.46,0.2,0.009,0.2,0.009,No
5331,011069574,O-RING,U12547,"75160, 75755, Z0944, 1J955",EA,1.44,0.006,0,0.006,0,No
5331,013108448,O-RING,T77858,"ZB955, 75160, Z0944, 1J955, Z14G0",EA,1.58,0.01,0,0.01,0,No
5331,013108449,O-RING,T77613,"ZB955, 75160, Z14G0, Z0944",EA,1.17,0.004,0,0.004,0,No
5340,015676676,"STRAP,RETAINING",T203475,75755,EA,3.05,0.02,0.002,0.02,0.002,No
5340,015678281,"PLUG,VENT",M89679,75755,EA,7.92,0.03,0.012,0.03,0.012,No
5355,015672746,KNOB,AL76568,75755,EA,9.84,0.1,0.003,0.1,0.003,No
5355,015673550,KNOB,AT325667,75755,EA,4.97,0.2,0.012,0.2,0.012,No
5365,015676660,SHIM,T225434,75755,EA,6.77,0.028,0.007,0.028,0.007,No
5920,015716725,"FUSE LINK,ELECTRICA",57M7689,"ZB955, 75755, Z0944",EA,1.06,0.001,0.001,0.001,0.001,No
5930,007886993,"SWITCH,ROTARY","D75385, 359PA2063, AT41188, 108528A, 24H4251, 2AH451, 2484A, 2484-A-24V, 45A235","75160, 10988, 75377, ZB955, 75Q65, 45152, 13445, 088A2",EA,25.13,0.85,0.067,0.85,0.067,No
5975,012566385,"STRAP,TIE DOWN,ELEC","P44302, T44946, R44302, SST45-C-0","75160, 1J955, 06383",EA,0.11,0.002,0.001,0.002,0.001,No
6140,014851472,"BATTERY,STORAGE","6TAGM, 10349193, 2003482, A512120, 051995, MIL-PRF-32143, 3824617C1, 33Z019678, 003-010101-000, 3693382, RMES1200-B, AL4000361, YGE12-120T, 9750N7025, 9750N7010, 0834-GG1-002, F 120 6T AGM, 1270000332, US6TNAGM, 10017850, 12570452, 12423975, 6140014851472","0S0P8, A486G, 20038, A9271, 100CB, A3593, 45152, 81349, 0RML3, 338X5, 027CB, 02FP7, U6335, 75Q65, 965AB, 0F875, T3009, 0WY95, 36MV0, AK973, Z01A6, 9331B, SHR03, 1EFH8, 19207, Z07K5, A00AM",EA,398.48,86,0.536,86,0.536,No
6150,015674550,"CABLE ASSEMBLY,POWE",AT346769,75755,EA,770.62,12,0.92,12,0.92,No
6220,015538836,"LAMP UNIT,VEHICULAR",AT305931,"ZB955, 75160, Z0944, Z14G0",EA,64.47,1.186,0.073,1.186,0.073,No
6220,015671758,"TAILLIGHT,VEHICULAR","AT140669, AT382378",75755,EA,295.54,3.17,0.13,3.17,0.13,No
6220,015724866,"DIRECTIONAL LIGHT,V",T246236,75755,EA,36.41,0.5,0.051,0.5,0.051,No
6220,015747768,"STOP LIGHT,VEHICULA",T246237,75755,EA,38.9,0.46,0.071,0.46,0.071,No
6220,016011588,"LAMP,LIGHT EMITTING",AT362406,75755,EA,117.95,0.77,0.076,0.77,0.076,No
6240,013389079,"LAMP,INCANDESCENT","AT135758, 52590HD, VT-AT-135758","ZB955, 24456, 3NNX8, 52993, Z0944, 75160, 75755, 1J955",EA,13.9,0.05,0.007,0.05,0.007,No
6680,015671489,"TRANSMITTER,LIQUID",AT227937,75755,EA,93.79,1.25,0.124,1.25,0.124,No
2910,015891651,"TANK,FUEL,ENGINE",T00291-5083,"09BM7, 92878",EA,1018.34,9,1.284,9,1.284,No
2910,015919710,RECOIL START,"114399-76251, 114399-76250","80LX1, 0AK42, 040W0",EA,124.52,1,0.083,1,0.083,No
2910,016505517,"PARTS KIT,FUEL INJE",T00445-5083,"92878, 09BM7",KT,498.8,0.4,0.005,0.4,0.005,No
2940,015450012,"FILTER,FLUID","114250-35110, 11429935110, 11425035110, 12512190, 007-000174-000, 114299-35110, 114250-35100","0AK42, 0NH46, 19207, 02FP7, Z2JD4, 80LX1",EA,5.44,0.03,0.024,0.03,0.024,No
2990,013230307,"STARTER,ENGINE,HAND","CV1987 33, 714260-76821, DF01-331-10, 714560-76821, 714260-76820, 114260-76250","80LX1, KCQ24, S4163, J4450, Z4781, Z5317, 0GUY0, 0AK42, U0CH4",EA,102.02,1.7,0.134,1.7,0.134,No
2990,015891788,"CONTROL ASSEMBLY,PU",T00279-5083,"09BM7, 92878",EA,391.48,0.75,0.002,0.75,0.002,No
3040,013233294,"LEVER,REMOTE CONTRO","3040PL0806627, 114250-03591","9009H, 0AK42, 80LX1",EA,16.07,0.16,0.002,0.16,0.002,No
3040,015926865,"ADAPTER,SPLINE",T00200-5083,"92878, 09BM7",EA,59.16,0.2,0.005,0.2,0.005,No
3040,016506910,"LEVER,MANUAL CONTRO",T00376-5083,"09BM7, 92878",EA,197,1.5,0.094,1.5,0.094,No
4610,015895480,"FILTER ELEMENT,WATE",T00184-5083,"09BM7, 92878",EA,70.41,4.095,0.571,4.095,0.571,No
4710,015895626,"SEAL,ADAPTER",T00211-5083,"92878, 09BM7",EA,10.73,0.005,0,0.005,0,No
4730,014172347,"STRAINER ELEMENT,SE","160710-55100, 160610-55100","0GUY0, 0AK42, S4163, 80LX1",EA,4.32,0.01,0.005,0.01,0.005,No
4730,015922333,"STRAINER ELEMENT,SE","53231.120, BS12001/32","1SNY9, 26821",EA,317.52,0.75,0.164,0.75,0.164,No
4820,015277668,"COCK,SHUTOFF,SCREW",183350-55301,"0AK42, 80LX1",EA,43.17,0.6,0.034,0.6,0.034,No
4820,015898475,"COVER PLATE,VALVE",T00366-5083,"09BM7, 92878",EA,482.76,0.99,0.406,0.99,0.406,No
4820,015910757,"CAP,VALVE",114210-11950,"0AK42, 80LX1",EA,67.13,0.42,0.071,0.42,0.071,No
5306,013235440,"BOLT,MACHINE",26106-060552,"S4163, 0AK42, 80LX1",EA,1.17,0.02,0,0.02,0,No
5330,013480844,"SEAL,NONMETALLIC AN","H164-CWSS-102-108-004, 80050, 94109, ASC1489689","KCN61, 63624, Z4779",EA,17.85,0.1,0.005,0.1,0.005,No
5331,015894293,O-RING,T00194-5083,"09BM7, 92878",EA,33.39,0.01,0.002,0.01,0.002,No
5331,015894570,O-RING,T00201-5083,"09BM7, 92878",EA,10.06,0.01,0.001,0.01,0.001,No
5340,016505741,"HANDLE,MANUAL CONTR","T00268-5083, T00268-5083-SV","09BM7, 92878",EA,213.12,1,0.113,1,0.113,No
5430,015405357,"TANK,WATER,3000 GAL","ONNTNK-30039, 03K-ZT-TNK-A","7JYX1, 4JKJ9, 3NUA7",EA,2569.56,200,16,200,16,No
6135,013820267,"BATTERY,NONRECHARGE",CR12600SE,"00JU0, 0C8Z7, 92878",EA,5.6,0.05,0,0.05,0,No
6645,015890840,"METER,TIME TOTALIZI","T00101-5083, T00101-5083SV","09BM7, 92878",EA,220.37,0.436,0.038,0.436,0.038,No
6680,015900394,"METER,FLOW RATE IND","5847.942, 7510336A06",1C9K5,EA,263.6,1.75,0.052,1.75,0.052,No
6685,015889601,"GAGE,PRESSURE,DIAL","T00269-5083, T00269-5083-SV","09BM7, 92878",EA,232.37,0.715,0.021,0.715,0.021,No
6685,015889623,"GAGE,PRESSURE,DIAL",T00271-5083,"92878, 09BM7",EA,261.78,0.72,0.024,0.72,0.024,No
5940,002343383,"TERMINAL,STUD","04306-0551, 332-1291, 69-692-6, 69-692, 13212E1837-6","93568, 44940, 30554, 93742, 97403, 79343",EA,6.18,0.12,0.003,0.12,0.003,No
6140,016106102,"BATTERY,STORAGE","7243-16A, 98-19766","84375, 30554",EA,608.8,32.32,0.445,32.32,0.445,No
6150,014769059,"LEAD,STORAGE BATTER",98-19594,30554,EA,24.57,1.05,0.042,1.05,0.042,No
6150,014769061,"LEAD,STORAGE BATTER",98-19593,30554,EA,37.19,1.08,0.023,1.08,0.023,No
6160,015190139,"RETAINER,BATTERY",98-19566,30554,EA,22.72,1.08,0.127,1.08,0.127,No
1670,016030232,"BRIDLE,PARACHUTE",CPS-032-002-005,3B7S7,EA,1389.52,0.1,0.001,0.1,0.001,No
1670,016045110,SOV 3 TANDEM,CPS-043-002-001,3B7S7,EA,1465.59,5,0.729,5,0.729,No
2510,013693747,"AIR SPRING,VEHICULA","3445, 2HG744","0EJ14, 45152, KC7A1, 75Q65",EA,296.45,0.6,0.032,0.6,0.032,No
2520,015433689,"POWER TAKEOFF,TRANS",3606770,"75Q65, 45152",EA,1365.73,54,1.254,54,1.254,No
2530,014729842,"STEERING GEAR,MITER","3340967, M100PNB1, M100PLD1","75Q65, 78222, 45152",EA,2080.37,129,5.452,129,5.452,No
2530,014729846,STEERING GEAR,"M905AG1, M90SAJ1, 3340968","78222, 45152, 75Q65",EA,941.14,112,4.058,112,4.058,No
2530,014970440,WHEEL AND TIRE ASSY,"3359477, 3386237","45152, 75Q65",AY,4241.23,550,38.935,550,38.935,No
2540,015131926,"GUARD,SPLASH,VEHICU",3407033,"75Q65, 45152",EA,34.95,4.46,0.233,4.46,0.233,No
2541,015334674,"ARMOR,TRANSPARENT,V","0259040021-00LH, 9KK674","6W728, 54786, 75Q65, 45152",EA,4962.52,65,5.5,65,5.5,No
2541,015334686,"ARMOR,TRANSPARENT,V","0259040020-00RH, 9KK673, 0259040040-00, 0259040020-00","6W728, 45152, 75Q65, 535V1",EA,6768.34,114,3.78,114,3.78,No
2541,015346237,"ARMOR,TRANSPARENT,V","0259020047-00, 0259020023-00, 0259020067-00, 2KP211, 21003A0325","535V1, 6W728, 75Q65, 45152, 01365",EA,7677.67,151,3.418,151,3.418,No
2541,015346242,"ARMOR,TRANSPARENT,V","0259020024-00, 2KP225, 0259020074-00, 0259020024-00 LH, 21003A0326","6W728, 45152, 75Q65, 535V1, 01365",EA,6701.82,161,5.723,161,5.723,No
2590,015141002,"ACCUMULATOR,HYDRAUL","2HA482, 3592182, 61314","75Q65, 45152, 6N039",EA,416.78,2.2,0.073,2.2,0.073,No
3030,015360956,"BELT,V",3386189,"45152, 75Q65",EA,13.29,0.3,0.148,0.3,0.148,No
3895,015136582,"REEL,CABLE","2HA942, 4800576-003","45152, 0SZB6, 75Q65",EA,5405.56,54.1,2.042,54.1,2.042,No
3950,015739009,"WINCH,DRUM,POWER OP",1HA58,"75Q65, 45152, 82654",EA,15871.39,368,4.5,368,4.5,No
4030,013157354,"SWAGING SLEEVE,WIRE",NICROPRESS 18-1C,"80967, 37581",PG,0.59,0.032,0.01,0.032,0.01,No
4310,015360967,"COMPRESSOR,CENTRIFU","049980002, 3387690","5N978, 75Q65, 45152",EA,698.61,17.96,0.378,17.96,0.378,No
4320,016819083,"PARTS KIT,ROTARY PU",4600366,75Q65,EA,2952.37,840,6.54,840,6.54,No
4720,013569815,"TUBING,NONMETALLIC","2GL572, 69095, 69095-G","75Q65, KC7A1, 0EJ14, 45152",FT,2.79,0.04,0.002,0.04,0.002,No
4720,015137121,"HOSE ASSEMBLY,NONME",3362757,"75Q65, 45152",EA,51.13,2.3,0.012,2.3,0.012,No
4720,015137131,"HOSE ASSEMBLY,NONME",3362756,"75Q65, 45152",EA,57,0.703,0.018,0.703,0.018,No
4720,015137132,"HOSE ASSEMBLY,NONME",3362754,"75Q65, 45152",EA,51.8,2.31,0.157,2.31,0.157,No
4730,012699539,"NIPPLE,BOSS","12600836, 5D3-02476 ITEM 9, 5D3-02476, 1781080, 848-TTO-04X04, 4-4 520120CA, 17-2-0277-1, 17-2-0277, 848-TT0-04X04, FS6400-04-04, FF1852T-04-04-S, 4 F5OLO-S-C873-70, 4 F5OLO-S-C0873, 40361-4-4S, FF1852T-0404S, J1453, 7-447-04-0401, 10KP141","19207, 34712, 75Q65, 30327, 0U583, 81337, 13174, Z0EJ6, 01276, 30780, 98441, 00624, 81343, 12361, 45152",EA,2.38,0.06,0,0.06,0,No
4730,012808350,"ELBOW,TUBE TO BOSS","1781350, 6 C50L0-S, 7-447-060603, SAE J1453-1, SAE J1453-3, 6-6 520220CA, 6-520220SA, SAE J1453 6-6 520220CA, J1453, FF18687-06-06-S, FF1868T-0606S, 38H1004, SAE J1453-3 6-6 520220CA, SAE-J1453/3, 6-C5OLO-S","ZB955, 45152, 30780, 12361, 0MKW7, 81343, 01276, 1J955, Z0944, 75755, 75Q65, 0U583, 98441",EA,1.85,0.22,0.001,0.22,0.001,No
4810,015140996,"VALVE,SOLENOID","2HA474, 61399-4","75Q65, 45152, 6N039",EA,260.21,0.9,0.017,0.9,0.017,No
4810,015169284,"VALVE,SOLENOID","D9317950, DB9317950, 1HA205","75Q65, 09990, 45152",EA,313.99,0.468,0.017,0.468,0.017,No
4820,012325699,"VALVE,CHECK","8505-025, 8410-019 PIECE 11, 725093A, 2CX416","78JK3, 91561, 8T716, 45152",EA,130.21,0.62,0.005,0.62,0.005,No
4910,015368799,"KIT,BIENNIAL PM","4910VE17222, 5SK206","45152, 16236, 75Q65",EA,977.57,43,5.228,43,5.228,No
5305,011664410,"SCREW,MACHINE","2BD319, 45A115-P29, 1503690","45152, 088A2, 75Q65",EA,0.03,0.01,0,0.01,0,No
5305,012276395,"SCREW,CAP,HEXAGON H",2255HX1,"45152, 75Q65",EA,1.14,0.005,0,0.005,0,No
5305,013097053,"SCREW,CAP,HEXAGON H","MS90728-199, B1821H075C500N","96906, 80204",EA,1.54,0.7,0.004,0.7,0.004,No
5305,015141685,"SCREW,CAP,HEXAGON H",3353268,"75Q65, 45152",EA,6.3,0.49,0.007,0.49,0.007,No
5305,015143534,"SCREW,CAP,SOCKET HE","2029-061016, 1HA111","75Q65, 0SZB6, 45152",EA,0.53,0.1,0.003,0.1,0.003,No
5306,008165272,"BOLT,MACHINE","MS35307-340, 801625-551-003 PC NO 35E, 32018-016-BK, 5306008165272, 003-007358, 5/16 INCH-18UNC-2AX2 INCH, 1803HX1, 5306PL1496029, F553, MS35307-40, 645A560H36, 330C889A5018D32","96906, 71956, A00AM, 80205, 26916, 45152, 78509, 75Q65, 48306, 9009H, 00365, D9182, 97942",EA,0.49,0.044,0,0.044,0,No
5306,013511744,"BOLT,MACHINE","12469283, 1520100, D137627, 231142","19207, 75Q65, K0239, 72447",EA,0.59,0.02,0,0.02,0,No
5306,015124596,"BOLT,MACHINE","2001-081020, 82-2033-0125","0SZB6, 75Q65, 45152",EA,1.76,0.012,0,0.012,0,No
5310,012171957,"NUT,PLAIN,HEXAGON",2579HX,"75Q65, 45152",EA,1.46,0.01,0,0.01,0,No
5310,014474251,"NUT,PLAIN,EXTENDED","2GL659, 2-X-5731","75Q65, 06721, 45152",EA,0.21,0.013,0,0.013,0,No
5310,015124606,"NUT,PLAIN,HEXAGON","2005-041000, 1HA94","0SZB6, 45152, 75Q65",EA,0.41,0.01,0.003,0.01,0.003,No
5310,015141686,"WASHER,FLAT",3138632,"75Q65, 45152",PG,0.34,0.01,0,0.01,0,No
5310,015141873,"WASHER,FLAT","2003-100000, 82-1008-0062","0SZB6, 45152, 75Q65",EA,0.61,0.02,0,0.02,0,No
5315,012590313,"PIN,LOCK","21-07, 1345470","96952, 96652, 75Q65, 45152",PG,0.43,3.133,0.085,3.133,0.085,No
5315,015128213,"PIN,STRAIGHT,HEADED","2085-103032, 1HA72","0SZB6, 45152, 75Q65",EA,8.47,0.19,0,0.19,0,No
